Ключ проблемы,Идентификатор проблемы,Идентификатор родителя,Статус,Создано,Обновленo,Исполнитель,Пользовательское поле (Story Points),Тема,Создатель
ANL-2384,283264,,Готово,14.03.2024 11:40 ,18.03.2024 11:12 ,flerinvs,,Неипотечный отчет по СО ANL-2190 (часть_3),flerinvs
DE-1652,282717,,Готово,12.03.2024 14:00 ,17.04.2024 01:30 ,ginsburgea,,Создать таблицу DM_UKEP.REPORT_SS,mikhaelyanta
ANL-2379,282456,,Готово,11.03.2024 15:06 ,02.05.2024 11:31 ,mikhaelyanta,8.0,Подзадача 4 ANL-2169 создание Дашборд сводка СБР/ЭР,mikhaelyanta
ANL-2378,282232,,Готово,11.03.2024 09:24 ,14.03.2024 21:47 ,balitskayaav,3.0,Рефакторинг скрипта по межрегион сделкам,balitskayaav
ANL-2377,282070,,Hold,07.03.2024 15:00 ,27.03.2024 12:35 ,nikishinpa,5.0,Отчетность по доле - изменение данных,nikishinpa
ANL-2376,282068,,Hold,07.03.2024 14:56 ,02.04.2024 14:18 ,nikishinpa,3.0,Предоставить список ретро отчетов по прошлым годам,nikishinpa
SA-91,281998,,Готово,07.03.2024 12:09 ,13.03.2024 18:14 ,gorbenkoid,,Поле комиссии СБР,balitskayaav
ANL-2375,281767,,Готово,06.03.2024 17:34 ,14.03.2024 19:30 ,mikhaelyanta,2.0,ЭР для DWH,mikhaelyanta
ANL-2374,281765,,Backlog,06.03.2024 17:33 ,29.05.2024 10:17 ,mikhaelyanta,,Отчет ВТБ СМБ доработки,mikhaelyanta
ANL-2373,281718,,Готово,06.03.2024 15:46 ,07.03.2024 10:49 ,balitskayaav,1.0,Выгрузить УКЭП за февраль,balitskayaav
ANL-2372,281713,,Готово,06.03.2024 15:44 ,07.03.2024 18:49 ,balitskayaav,1.0,Пофиксить условие на именование банка в ИЖС СБР,balitskayaav
ANL-2371,281706,,Готово,06.03.2024 15:25 ,15.03.2024 11:57 ,nikishinpa,5.0,Не ипотечные сделки Банка ВТБ,flerinvs
ANL-2369,281493,,Готово,05.03.2024 23:33 ,25.03.2024 09:51 ,flerinvs,1.0,Распределить по ролям пользователей СС,flerinvs
DE-1645,281478,,Готово,05.03.2024 19:45 ,06.03.2024 16:28 ,yumatovad,,"добавить индекс на поле время в таблице ""ODS_A_SBR"".""STTE""",balitskayaav
DE-1644,281439,,Готово,05.03.2024 17:25 ,17.04.2024 01:30 ,,,"Сформировать витрину, поставить в ежедневную цепочку",flerinvs
SA-88,281437,,В работе,05.03.2024 17:19 ,22.04.2024 16:26 ,gorbenkoid,,Получить данные из 1С для отчета по СБР,balitskayaav
ANL-2366,281281,,Готово,05.03.2024 12:49 ,14.03.2024 17:57 ,mikhaelyanta,3.0,Доработка отчета по УКЭП,mikhaelyanta
ANL-2363,280989,,Hold,04.03.2024 12:04 ,02.04.2024 14:18 ,balitskayaav,1.0,Пофиксить проблему с датой списания дс со счета в простыне СБР,balitskayaav
ANL-2360,280746,,Готово,01.03.2024 14:13 ,05.03.2024 23:32 ,flerinvs,2.0,починить отчет райфа,flerinvs
ANL-2359,280738,,Готово,01.03.2024 14:01 ,05.03.2024 23:32 ,flerinvs,2.0,Ежемесячная отчетность,flerinvs
ANL-2355,280629,,Готово,01.03.2024 10:40 ,11.03.2024 12:01 ,nikishinpa,2.0,Провести ревизию в файлах,nikishinpa
ANL-2354,280624,,Готово,01.03.2024 10:27 ,14.03.2024 11:36 ,flerinvs,5.0,Перенос SBR SLT на SS_ANL-2190 (часть_2),flerinvs
ANL-2353,280606,,Готово,01.03.2024 10:07 ,07.03.2024 12:03 ,mikhaelyanta,3.0,Ревью и сбор отчета по ЭР ВТБ СМБ,mikhaelyanta
ANLP-1209,280533,,Закрыт,29.02.2024 19:04 ,17.05.2024 16:44 ,klekovkinve,3.0,Собрать драфт терминологии продукта,klekovkinve
ANLP-1208,280532,,Готово,29.02.2024 19:01 ,18.03.2024 10:56 ,klekovkinve,3.0,Посчитать расходы продукта на продажи,klekovkinve
ANLP-1207,280529,,Закрыт,29.02.2024 18:51 ,17.05.2024 17:01 ,klekovkinve,3.0,Проанализировать отчет по источникам привлечения,klekovkinve
ANL-2350,280458,,Backlog,29.02.2024 16:23 ,01.03.2024 11:11 ,nikishinpa,,Деление по компаниям в крупных регионах (Москва уже есть),nikishinpa
ANL-2349,280456,,Backlog,29.02.2024 16:18 ,01.03.2024 11:11 ,nikishinpa,,Ревизия отчетности в Когнос (убрать старые и дублирующие отчеты),nikishinpa
ANL-2348,280455,,Backlog,29.02.2024 16:17 ,01.03.2024 11:11 ,nikishinpa,,Описание для чего и какой отчет нужен и где находится. Инструкция пользователя.,nikishinpa
ANL-2347,280453,,Backlog,29.02.2024 16:16 ,01.03.2024 11:11 ,nikishinpa,,Описание для чего и какой отчет нужен и где находится. Инструкция пользователя.,nikishinpa
ANL-2346,280452,,В работе,29.02.2024 16:15 ,03.06.2024 13:01 ,nikishinpa,5.0,Сколько зарегистрировано частных риелторов и в каком городе (без контактов) только количество,nikishinpa
ANL-2345,280451,,Backlog,29.02.2024 16:13 ,27.04.2024 11:11 ,nikishinpa,,Общий отчет по всем продуктам (Как СБр СЛТ только всё вместе),nikishinpa
ANL-2344,280442,,Backlog,29.02.2024 16:01 ,01.03.2024 11:11 ,nikishinpa,,"Добавить отчет М2ПРо в Когнос (Фиксации,уникальные,сделки, кол-во подключенных компаний и регионы…)",nikishinpa
ANL-2343,280440,,Backlog,29.02.2024 15:56 ,01.03.2024 11:11 ,nikishinpa,,Доработать общий отчет АНЧ по сотрудникам  (для оценки сотрудников) Рейтинги сотрудников по показателям,nikishinpa
ANL-2340,280372,,Готово,29.02.2024 14:43 ,04.03.2024 11:57 ,nikishinpa,2.0,Предоставить выгрузки по всем полям из витрин для отчетов по доле,nikishinpa
SA-81,280333,,Backlog,29.02.2024 13:09 ,29.02.2024 13:14 ,,,Таблицы по УКЭП,mikhaelyanta
ANLW-1580,280310,,Готово,29.02.2024 12:18 ,20.03.2024 12:56 ,nagrimanovaat,2.0,Подготовить разметку для тарифной карты,klekovkinve
ANL-2339,279687,,Готово,27.02.2024 10:03 ,08.05.2024 12:07 ,flerinvs,5.0,Автоматизация отчетов по миграции,flerinvs
ANLP-1205,279541,,Закрыт,26.02.2024 16:42 ,17.05.2024 16:41 ,klekovkinve,1.0,Собрать ТЗ для инженеров,klekovkinve
ANL-2338,279526,,Готово,26.02.2024 16:07 ,27.02.2024 11:46 ,flerinvs,2.0,Квартальный ПОДФТ,flerinvs
ANL-2337,279525,,Готово,26.02.2024 16:06 ,27.02.2024 11:45 ,flerinvs,1.0,Добавление пользователя,flerinvs
ANL-2336,279522,,Готово,26.02.2024 15:59 ,18.03.2024 11:12 ,flerinvs,3.0,Доработка операционного отчета ВТБ,flerinvs
AAD-1576,279488,,Готово,26.02.2024 14:00 ,27.02.2024 12:22 ,mikhailovaem,,Флёрин Виталий Сергеевич,flerinvs
ANL-2334,279368,,Закрыт,26.02.2024 10:25 ,04.03.2024 12:16 ,balitskayaav,3.0,Простыня СБР: корректировка и добавление полей часть 2,balitskayaav
SA-76,279270,,Backlog,22.02.2024 17:30 ,06.03.2024 11:45 ,norea,,[DICT] Создание справочников в хранилище,nikishinpa
ANL-2333,279170,,Готово,22.02.2024 13:58 ,11.04.2024 10:12 ,balitskayaav,3.0,Анализ потребностей со стороны команды СБР,balitskayaav
ANLP-1204,279123,,Готово,22.02.2024 11:44 ,01.03.2024 19:08 ,klekovkinve,1.0,Обсудить с Юлей Табаковой данные по подключению застройщиков,klekovkinve
DE-1624,278992,,Готово,21.02.2024 18:04 ,27.02.2024 10:35 ,ginsburgea,,"Сформировать витрину, поставить на раскатку ",flerinvs
SA-71,278798,,Backlog,21.02.2024 10:08 ,22.03.2024 16:00 ,norea,,[SA] СБР добавить данные (обновление модели),nikishinpa
SAD-25865,278733,,Готово,20.02.2024 17:17 ,20.02.2024 17:18 ,grankinka,,Подключить телефон к офисному вайфаю,grankinka
ANLP-1202,278716,,Готово,20.02.2024 15:52 ,01.04.2024 10:40 ,klekovkinve,3.0,Посчитать прогноз сделок в будущие периоды,klekovkinve
ANLP-1201,278656,,Готово,20.02.2024 13:42 ,29.03.2024 15:42 ,klekovkinve,5.0,Посчитать юнит-экономику за 9 мес,klekovkinve
ANL-2330,278562,,Готово,20.02.2024 09:49 ,29.05.2024 10:17 ,ManaenkovaOA,,История изменений для сервиса одобрения,balitskayaav
ANLP-1200,278342,,Готово,19.02.2024 12:04 ,22.02.2024 11:26 ,klekovkinve,1.0,Посчитать конверсию из уников в сделку,klekovkinve
ANL-2329,278329,,Готово,19.02.2024 11:28 ,21.02.2024 09:17 ,nikishinpa,1.0,Детализация СБР ЭР,nikishinpa
SA-70,278320,,Backlog,19.02.2024 10:54 ,19.02.2024 10:54 ,norea,,разбор топика  credit-application.credit-application.events,flerinvs
ANL-2328,278317,,Готово,19.02.2024 10:40 ,04.03.2024 12:42 ,flerinvs,5.0,Перенос SBR SLT на SS_ANL-2190,flerinvs
ANL-2327,278286,,Готово,19.02.2024 10:03 ,27.02.2024 10:39 ,mikhaelyanta,2.0,Проверка СБР в КС,mikhaelyanta
ANL-2326,278278,,Готово,19.02.2024 09:45 ,26.02.2024 12:35 ,balitskayaav,5.0,Простыня СБР: корректировка и добавление полей часть 1,balitskayaav
ANL-2325,278255,,Готово,19.02.2024 09:33 ,26.02.2024 12:35 ,balitskayaav,2.0,Доработки по простыне ООН + поставить на расписание,balitskayaav
ANLP-1199,278144,,Закрыт,16.02.2024 16:39 ,21.03.2024 18:57 ,klekovkinve,,Подготовить драфт глоссария М2про,klekovkinve
ANLP-1198,278117,,Закрыт,16.02.2024 15:46 ,22.02.2024 16:59 ,klekovkinve,2.0,Изучить имеющиеся материалы по будущей архитектуре продукта,klekovkinve
ANLP-1197,278115,,Готово,16.02.2024 15:45 ,26.02.2024 12:47 ,klekovkinve,1.0,Провести интервью по отчетам новостроек,klekovkinve
ANL-2322,277806,,Hold,15.02.2024 14:37 ,01.03.2024 11:12 ,nikishinpa,3.0,"Создание и автоматизация отчета : СБР- ""Этажи-Бизнес""",nikishinpa
ANL-2321,277801,,Готово,15.02.2024 14:23 ,26.02.2024 12:35 ,balitskayaav,1.0,"СБР для бухгалтерии(проверить наличие атрибутов, выгрузить)",flerinvs
DE-1609,277789,,Готово,15.02.2024 14:01 ,16.02.2024 12:18 ,ginsburgea,,Изменить цепочку раскатки DO_REGULAR_REPORT_VTB_CHAT_MORT,flerinvs
ANL-2318,277554,,Готово,14.02.2024 15:22 ,21.05.2024 15:46 ,ManaenkovaOA,8.0,Собрать датасет опроса,balitskayaav
ANLW-1547,277482,,Готово,14.02.2024 13:12 ,19.03.2024 20:09 ,nagrimanovaat,2.0,Создать разметку новой главной M2Pro,klekovkinve
ANLW-1546,277442,,Готово,14.02.2024 11:58 ,14.05.2024 17:02 ,vasyaginmr,3.0,Создать витрину источников привлечения М2про,klekovkinve
ANL-2317,277383,,Готово,14.02.2024 09:38 ,15.02.2024 15:21 ,mikhaelyanta,5.0,Выгрузка по неипотечным сделкам,mikhaelyanta
SA-62,277339,,Готово,13.02.2024 19:10 ,18.03.2024 11:02 ,gorbenkoid,,Разбор топика notification-webpush.push.events,flerinvs
SAD-25762,277310,,Готово,13.02.2024 17:54 ,13.02.2024 18:29 ,geykoyv,,Дать доступ к демонстрации экрана,balitskayaav
ANL-2316,277194,,Готово,13.02.2024 15:04 ,27.02.2024 14:57 ,ManaenkovaOA,,Убрать дубли из простыни сбр,balitskayaav
SA-60,277184,,Cancel,13.02.2024 14:45 ,12.04.2024 16:09 ,norea,,Обновление модели сделки онлайн,flerinvs
ANL-2315,276718,,Готово,12.02.2024 09:47 ,16.02.2024 17:17 ,mikhaelyanta,3.0,Нераспределенные неипотечные сделки,mikhaelyanta
ANL-2314,276705,,Готово,11.02.2024 17:43 ,25.03.2024 16:12 ,flerinvs,,Опрос по bi,flerinvs
ANL-2313,276619,,Готово,09.02.2024 16:21 ,02.05.2024 11:33 ,mikhaelyanta,5.0,Подзадача 7 ANL-2169 создание Дашборд сводка СБР/ЭР,mikhaelyanta
ANL-2312,276615,,Готово,09.02.2024 16:00 ,14.02.2024 19:21 ,flerinvs,3.0,Вопрос от продаж(исследование),flerinvs
ANLP-1189,276601,,Закрыт,09.02.2024 15:24 ,21.02.2024 17:45 ,klekovkinve,0.0,Разобраться с топиками и связкой между сервисами ,klekovkinve
ANLP-1188,276595,,Готово,09.02.2024 15:19 ,16.02.2024 11:25 ,klekovkinve,1.0,Завести задачу на витрину источников пользователей m2pro,klekovkinve
ANLP-1187,276557,,Готово,09.02.2024 13:58 ,16.02.2024 16:37 ,klekovkinve,3.0,Вывести кол-во заявок на ежедневной основе в суперсет,klekovkinve
ANLP-1186,276552,,Готово,09.02.2024 13:50 ,16.02.2024 16:37 ,klekovkinve,2.0,Починить прогноз в реестре сделок,klekovkinve
ANLP-1184,276500,,Готово,09.02.2024 11:37 ,16.02.2024 16:37 ,klekovkinve,2.0,Вывести динамику подключений застройщиков в регулярку,klekovkinve
ANL-2311,276499,,Закрыт,09.02.2024 11:36 ,25.03.2024 16:10 ,flerinvs,,Проверить занижения СБР,flerinvs
SA-49,276224,,Cancel,08.02.2024 10:05 ,06.03.2024 11:45 ,,,События об изменении пользователя сервис авторизации (auth) - Доступы ООН,nikishinpa
DE-1600,276188,,Готово,07.02.2024 22:05 ,08.02.2024 13:16 ,yumatovad,,Репликация с клика в постгрес,balitskayaav
ANL-2309,275981,,Готово,07.02.2024 10:50 ,21.02.2024 09:17 ,nikishinpa,5.0,Защита сделки - исчезнутые коды ТП,nikishinpa
ANL-2307,275795,,Готово,06.02.2024 16:11 ,26.02.2024 11:56 ,flerinvs,2.0,проработать процесс сертификации отчетности,flerinvs
DE-1599,275664,,Готово,06.02.2024 12:37 ,16.02.2024 11:44 ,ginsburgea,,"Сформировать на слое DM витрину, поставить на раскатку ",flerinvs
ANL-2306,275609,,Backlog,06.02.2024 11:13 ,01.03.2024 11:12 ,nikishinpa,,ИБ пустые значения по регионам,nikishinpa
ANL-2305,275605,,Готово,06.02.2024 11:10 ,12.02.2024 12:28 ,nikishinpa,,Неипотека: выгрузка,nikishinpa
ANL-2304,275589,,Закрыт,06.02.2024 10:37 ,25.03.2024 10:25 ,flerinvs,,Сформировать стартовую страницу в СС,flerinvs
DVP-3427,275585,,Готово,06.02.2024 10:29 ,06.02.2024 12:28 ,sabirovtv,,проблема с доступом по ssh,balitskayaav
ANL-2303,275560,,Готово,06.02.2024 09:33 ,16.02.2024 16:05 ,mikhaelyanta,2.0,Поправить тарифы по ЭР,mikhaelyanta
ANL-2301,275324,,Готово,05.02.2024 12:46 ,09.02.2024 14:04 ,balitskayaav,1.0,Выгрузить УКЭП за январь,balitskayaav
DE-1596,275259,,Готово,05.02.2024 11:07 ,19.02.2024 14:01 ,ginsburgea,,"Поменять цепочку раскатки ""DM_AUTH_BI""",mikhaelyanta
ANL-2299,275123,,Готово,02.02.2024 16:52 ,09.02.2024 09:51 ,mikhaelyanta,2.0,Ошибочные ЭР в отчете,mikhaelyanta
ANLP-1171,275097,,Готово,02.02.2024 15:43 ,13.02.2024 13:28 ,klekovkinve,2.0,Собрать отчеты по активности с кампаний,klekovkinve
ANLP-1170,275094,,Готово,02.02.2024 15:41 ,12.02.2024 11:36 ,klekovkinve,5.0,Провести промежуточные исследования по сквозной аналитике #1,klekovkinve
ANL-2297,275030,,Готово,02.02.2024 13:17 ,11.03.2024 12:50 ,nikishinpa,5.0,3)Корректировки витрины MBO,nikishinpa
ANL-2292,274666,,Backlog,01.02.2024 11:27 ,01.02.2024 11:27 ,,,Прямая оплата или по оферте элрега,balitskayaav
ANL-2291,274640,,Готово,01.02.2024 10:49 ,07.02.2024 17:20 ,flerinvs,2.0,(Закрытие ОП) + автоматизация регулярного отчета для мидла ,flerinvs
ANL-2290,274639,,Сделать,01.02.2024 10:48 ,03.06.2024 13:52 ,,,Мидл,flerinvs
ANL-2289,274634,,Готово,01.02.2024 10:33 ,09.02.2024 10:02 ,flerinvs,1.0,Сформировать документацию по понятиям сделки ,flerinvs
SA-41,274546,,Готово,31.01.2024 17:36 ,09.02.2024 16:28 ,anashchenkooa,,Разобрать топик estate-approval.estate-approval.events,balitskayaav
ANL-2288,274477,,Готово,31.01.2024 15:07 ,07.02.2024 09:24 ,mikhaelyanta,2.0,Добавить фильтр в отчете Элрег SLT,mikhaelyanta
SA-40,274367,,Готово,31.01.2024 12:03 ,11.04.2024 16:29 ,norea,,[DICT] Создание словаря по планам MBO отдела продаж,nikishinpa
ANL-2284,274314,,Готово,31.01.2024 10:41 ,17.04.2024 11:49 ,flerinvs,3.0,Сформировать титульную страничку для SS + опрос,flerinvs
SAD-25457,274300,,Готово,31.01.2024 10:15 ,09.02.2024 18:16 ,geykoyv,,Заявка на выдачу ноутбука,balitskayaav
ANLW-1521,274263,,Готово,30.01.2024 19:23 ,14.05.2024 17:02 ,vasyaginmr,2.0,Добавить timestamp сессий в report.T_MARKETING_GENERAL,klekovkinve
ANL-2283,274214,,Готово,30.01.2024 16:58 ,04.03.2024 10:29 ,nikishinpa,3.0,Заполнение файла приоретизации задач от продаж,nikishinpa
ANL-2282,274211,,Готово,30.01.2024 16:51 ,06.03.2024 15:25 ,nikishinpa,5.0,Неипотека - формирование нового формата отчета,nikishinpa
DE-1584,274152,,Готово,30.01.2024 14:26 ,01.02.2024 10:38 ,ginsburgea,,"Материализовать вьюху ""DM_SUP"".""V_REGULAR_REPORT"" ",mikhaelyanta
ANL-2279,274083,,Backlog,30.01.2024 12:45 ,02.02.2024 10:29 ,,,проблема с привязкой ответственных за застройщиков и агентов в отчете М2 ПРО продажи,balitskayaav
ANL-2278,274009,,Backlog,30.01.2024 10:34 ,27.03.2024 12:11 ,flerinvs,,Сформировать чек-лист проверки актуальности дашборда,flerinvs
ANL-2277,273940,,Готово,29.01.2024 18:31 ,05.02.2024 12:23 ,nikishinpa,5.0,Расхождение данных ВТБ по неипотечным сделкам за 4 кв,nikishinpa
ANL-2276,273879,,Готово,29.01.2024 16:30 ,02.02.2024 11:41 ,mikhaelyanta,2.0,Работа с ЭР,mikhaelyanta
ANL-2274,273843,,Hold,29.01.2024 14:58 ,15.03.2024 12:02 ,nikishinpa,3.0,Корректировка отчета о незавершенных электронных накладных,nikishinpa
ANL-2273,273841,,Готово,29.01.2024 14:49 ,29.01.2024 15:14 ,flerinvs,1.0, Доступы в SS,flerinvs
ANL-2272,273791,,Закрыт,29.01.2024 12:51 ,22.02.2024 13:59 ,balitskayaav,5.0,Аналитическая работа по СБР ,balitskayaav
ANL-2271,273724,,Сделать,29.01.2024 10:30 ,29.05.2024 11:01 ,,,Superset,flerinvs
ANLP-1163,273591,,Готово,26.01.2024 15:46 ,05.02.2024 11:04 ,klekovkinve,5.0,Собрать первичные данные по сквозной аналитике,klekovkinve
ANLP-1162,273588,,Готово,26.01.2024 15:42 ,05.02.2024 11:04 ,klekovkinve,3.0,Исследовать и собрать отчет по KPI мидла,klekovkinve
ANL-2270,273545,,Готово,26.01.2024 14:00 ,10.04.2024 12:09 ,mikhaelyanta,5.0,Подзадача ANL-2169 создание Дашборд сводка СБР/ЭР,mikhaelyanta
SAD-25393,273518,,Готово,26.01.2024 13:12 ,29.01.2024 15:14 ,slyozinnv,,Предоставление доступов в суперсет,flerinvs
ANL-2267,273249,,Сделать,25.01.2024 15:06 ,25.01.2024 17:38 ,,,Сервисы,flerinvs
ANL-2265,273244,,Сделать,25.01.2024 14:53 ,27.02.2024 09:59 ,,,ПОДФТ,flerinvs
ANL-2264,273195,,Сделать,25.01.2024 13:21 ,29.05.2024 09:57 ,,,СБР,flerinvs
SA-19,273047,,Готово,24.01.2024 19:13 ,26.01.2024 14:03 ,,,Доразбор атрибута chat.chat.events,flerinvs
SA-20,272568,,Готово,23.01.2024 12:01 ,28.02.2024 15:06 ,gorbenkoid,,[DICT] Сбор данных из почты (ВТБ),balitskayaav
DE-1569,272394,,Готово,22.01.2024 17:22 ,26.02.2024 10:49 ,ginsburgea,,"Проблема с запросами к слою ""ODS3_EREGISTRATION""",balitskayaav
SAD-25261,272287,,Готово,22.01.2024 12:36 ,22.01.2024 12:37 ,grankinka,,установить WinSCP,grankinka
DE-1567,272109,,Cancel,19.01.2024 15:30 ,29.01.2024 11:52 ,ginsburgea,,Добавить в раскатку данных DmSup_ER_with_SUP_SSet,mikhaelyanta
ANLP-1157,272108,,Готово,19.01.2024 15:26 ,17.05.2024 16:41 ,klekovkinve,,Трансформация отчетности новостроек,klekovkinve
ANLP-1156,272107,,Hold,19.01.2024 15:23 ,24.05.2024 12:08 ,,,M2Pro Сквозная аналитика,klekovkinve
ANLP-1155,272105,,В работе,19.01.2024 15:21 ,26.02.2024 16:42 ,,,Новостройки,klekovkinve
ANLP-1153,272101,,Готово,19.01.2024 15:10 ,29.01.2024 15:40 ,klekovkinve,3.0,Собрать драфт событий и атрибутов для отслеживания,klekovkinve
ANLP-1152,272100,,Готово,19.01.2024 15:09 ,29.01.2024 15:40 ,klekovkinve,5.0,Собрать драфт дерева метрик,klekovkinve
ANL-2249,272006,,Готово,19.01.2024 11:41 ,12.02.2024 12:12 ,balitskayaav,3.0,Документация,balitskayaav
ANL-2248,272000,,Закрыт,19.01.2024 11:36 ,29.01.2024 12:21 ,balitskayaav,5.0,Автоматизация отчета рейтинга АН,balitskayaav
ANL-2247,271998,,Готово,19.01.2024 11:34 ,29.01.2024 12:21 ,balitskayaav,5.0,Автоматизация отчета УКЭП,balitskayaav
ANL-2246,271925,,Готово,18.01.2024 17:38 ,05.02.2024 12:16 ,nikishinpa,3.0,2) Формирование сводной витрины MBO,nikishinpa
ANL-2245,271924,,Готово,18.01.2024 17:35 ,29.01.2024 10:15 ,nikishinpa,3.0,1)Собрать все источники данных воедино в Excel,nikishinpa
ANL-2244,271921,270609,Закрыт,18.01.2024 17:25 ,19.01.2024 11:04 ,nikishinpa,,2) Предоставить данные продажам и провести корректировки отчета,nikishinpa
ANL-2243,271920,270609,Закрыт,18.01.2024 17:23 ,19.01.2024 11:04 ,nikishinpa,,1)Собрать все источники данных воедино в Excel,nikishinpa
DVP-3400,271859,,Готово,18.01.2024 14:44 ,31.01.2024 12:52 ,sabirovtv,,Добавление пользователей_superset,flerinvs
ANL-2240,271784,,Готово,18.01.2024 12:24 ,25.01.2024 21:52 ,flerinvs,,Актуализировать задачи в пространстве ANL,flerinvs
ANL-2239,271780,,Сделать,18.01.2024 12:19 ,31.05.2024 10:11 ,,,Внутренняя задача,flerinvs
ANL-2238,271772,,Готово,18.01.2024 12:10 ,28.05.2024 13:10 ,flerinvs,,Добавить поле сумма сделки СБР,flerinvs
SA-17,271758,,Готово,18.01.2024 11:46 ,26.02.2024 12:46 ,norea,,[DICT] Создать справочник по СО (защита сделки),flerinvs
SA-16,271729,,Готово,18.01.2024 10:48 ,26.02.2024 12:45 ,norea,,[DICT] Сформировать справочник по Сделке онлайн и СБР,flerinvs
ANL-2237,271724,,Готово,18.01.2024 10:34 ,29.01.2024 09:59 ,mikhaelyanta,2.0,Ответственные за застрйощиков,mikhaelyanta
DE-1553,271414,,Готово,16.01.2024 18:21 ,22.01.2024 12:58 ,yumatovad,,Репликация таблиц sms-gateway.sms.events из КХ в ПГ,flerinvs
SA-14,271216,,Готово,16.01.2024 11:22 ,22.02.2024 15:11 ,norea,,[DO] репликация данных в postgresql,flerinvs
SAD-25162,271202,,Готово,16.01.2024 10:56 ,16.01.2024 17:47 ,koptsevey,,Права на доступ в mongo,balitskayaav
DE-1546,271190,,Готово,16.01.2024 10:16 ,29.01.2024 11:18 ,davydovae,,доступ к DG_TOOL,balitskayaav
ANL-2235,271108,,Готово,15.01.2024 17:11 ,18.01.2024 16:20 ,flerinvs,2.0,Поправить кэшбэк в сделке онлайн,flerinvs
SAD-25137,270973,,Готово,15.01.2024 13:25 ,15.01.2024 16:28 ,sidorovmv,,ssh permission denied,balitskayaav
ANL-2234,270941,,Готово,15.01.2024 12:28 ,16.01.2024 09:45 ,flerinvs,,"УЗ по АН, застройщикам и банкам",flerinvs
ANL-2232,270839,,Закрыт,14.01.2024 23:20 ,25.03.2024 10:25 ,flerinvs,,Сформировать светлую тему CSS+положить в гит,flerinvs
ANLP-1144,270756,,Готово,12.01.2024 15:46 ,19.01.2024 11:24 ,klekovkinve,8.0,Пройти курс Product Heroes ч.2,klekovkinve
ANL-2229,270609,,Hold,12.01.2024 10:51 ,26.04.2024 12:21 ,nikishinpa,8.0,"МБО в разрезе каждого сотрудника и продукта (План, Факт, РР, Динамика от прошлого месяца",nikishinpa
ANL-2228,270602,,Готово,12.01.2024 10:40 ,19.01.2024 15:25 ,mikhaelyanta,3.0,аналитика за 2023 г продажи,mikhaelyanta
ANL-2227,270601,,Готово,12.01.2024 10:37 ,10.04.2024 12:09 ,mikhaelyanta,3.0,Подзадача ANL-2169 создание Дашборд сводка СБР/ЭР,mikhaelyanta
SA-11,270499,,Готово,11.01.2024 16:56 ,26.01.2024 13:58 ,anashchenkooa,,Доразбор атрибутов deal-online-v2.deal.events,flerinvs
DE-1540,270470,,Готово,11.01.2024 15:51 ,30.01.2024 14:50 ,ginsburgea,,Репликация таблиц mortgage.analytics.event,flerinvs
ANL-2225,270468,,Закрыт,11.01.2024 15:48 ,11.01.2024 15:50 ,,,Репликация таблиц mortgage,flerinvs
ANL-2222,270061,,Готово,10.01.2024 12:03 ,06.05.2024 18:21 ,flerinvs,5.0,Дэшборд с логами,flerinvs
ANL-2221,269944,,Готово,09.01.2024 19:02 ,27.02.2024 11:03 ,mikhaelyanta,5.0,Отчет в superset по СУП,mikhaelyanta
ANL-2219,269881,,Готово,09.01.2024 15:31 ,25.03.2024 10:25 ,flerinvs,,Автоматизация УКЭП для мидла,flerinvs
ANL-2218,269804,,Backlog,09.01.2024 12:58 ,25.01.2024 15:05 ,flerinvs,,автоматизация файла для бухгалтерии,flerinvs
ANL-2217,269695,,Готово,09.01.2024 09:45 ,10.01.2024 14:20 ,flerinvs,2.0,Проработка_ANL-2179_Отчет по качеству ответов чат бота (шаблоны),flerinvs
ANL-2216,269690,,Готово,09.01.2024 09:35 ,10.01.2024 10:33 ,flerinvs,2.0,Отчетность за 23г.,flerinvs
ANL-2215,269667,,Готово,08.01.2024 22:59 ,09.01.2024 17:56 ,nikishinpa,5.0,Корректировка скрипта по Защите сделки,nikishinpa
ANL-2214,269666,,Готово,08.01.2024 22:51 ,15.01.2024 12:32 ,nikishinpa,1.0,Документация по Проверке сделки,nikishinpa
ANL-2213,269665,,Готово,08.01.2024 22:49 ,22.01.2024 12:58 ,nikishinpa,2.0,Документация по неипотечным сделкам ВТБ,nikishinpa
ANL-2212,269664,,Закрыт,08.01.2024 22:48 ,03.06.2024 15:39 ,nikishinpa,2.0,Документация по доле СБР/ЭР,nikishinpa
ANL-2211,269663,,Закрыт,08.01.2024 22:46 ,03.06.2024 15:40 ,nikishinpa,2.0,Документация по доле КС,nikishinpa
ANL-2210,269662,,Закрыт,08.01.2024 22:44 ,03.06.2024 15:38 ,nikishinpa,2.0,Документация по доле ДКП,nikishinpa
ANL-2209,269661,,Закрыт,08.01.2024 22:41 ,03.06.2024 07:51 ,nikishinpa,2.0,Документация ЭР Открытие СМБ,nikishinpa
ANL-2208,269660,,Готово,08.01.2024 22:39 ,29.01.2024 11:46 ,nikishinpa,2.0,Документация ЭР МКБ,nikishinpa
ANL-2207,269659,,Закрыт,08.01.2024 22:31 ,12.01.2024 11:07 ,nikishinpa,3.0,Закрытие месяца по отчетам,nikishinpa
